,Date,High,Low,Open,Close,Volume,Adj Close,Daily Return,1-week MA Volume,1-week MA Daily Return
0,2015-10-26,29.53249931335449,28.729999542236328,29.520000457763672,28.81999969482422,265335200.0,26.63296890258789,,,
1,2015-10-27,29.13500022888184,28.497499465942386,28.85000038146973,28.63750076293945,279537600.0,26.464319229125977,-0.006332371055421772,,
2,2015-10-28,29.82500076293945,29.01499938964844,29.232500076293945,29.8174991607666,342205600.0,27.55477333068848,0.04120465705422937,,
3,2015-10-29,30.17250061035156,29.5674991607666,29.67499923706055,30.13249969482422,204909200.0,27.845867156982425,0.010564284159420383,,
4,2015-10-30,30.30500030517578,29.86249923706055,30.247499465942386,29.875,197461200.0,27.607912063598636,-0.008545580268219461,257889760.0,
5,2015-11-02,30.34000015258789,29.90250015258789,30.20000076293945,30.295000076293945,128813200.0,27.99604034423828,0.014058579959629969,230585360.0,0.010189913969927699
6,2015-11-03,30.872499465942386,30.17499923706055,30.19750022888184,30.64249992370605,182076000.0,28.31716537475586,0.011470534627396384,211093040.0,0.013750495106491328
7,2015-11-04,30.95499992370605,30.40500068664551,30.78249931335449,30.5,179544400.0,28.18548011779785,-0.004650401372631104,178560800.0,0.004579483421119234
8,2015-11-05,30.67250061035156,30.045000076293945,30.462499618530273,30.229999542236328,158210800.0,28.0555477142334,-0.008852474025038422,169221120.0,0.0006961317842274724
9,2015-11-06,30.45249938964844,30.15500068664551,30.27750015258789,30.26499938964844,132169200.0,28.08802795410156,0.0011577852445287778,156162720.0,0.00263680488677712
10,2015-11-09,30.45249938964844,30.01250076293945,30.239999771118164,30.14249992370605,135485600.0,27.974346160888672,-0.00404756214811914,157497200.0,-0.0009844235347727017
11,2015-11-10,29.51749992370605,29.01499938964844,29.22500038146973,29.1924991607666,236511600.0,27.09267234802246,-0.0315169864922951,168384320.0,-0.009581927758710997
12,2015-11-11,29.354999542236328,28.802499771118164,29.09250068664551,29.02750015258789,180872000.0,26.93954467773437,-0.005652102866220585,168649840.0,-0.009782268057428895
13,2015-11-12,29.20499992370605,28.91250038146973,29.065000534057614,28.93000030517578,130102400.0,26.849056243896484,-0.0033588785427468844,163028160.0,-0.008683548960970587
14,2015-11-13,28.89249992370605,28.0674991607666,28.79999923706055,28.084999084472656,183249600.0,26.064838409423828,-0.029208476038347926,173244240.0,-0.01475680121754593
15,2015-11-16,28.559999465942386,27.75,27.84499931335449,28.545000076293945,152426800.0,26.491756439208984,0.016378885768794975,176632480.0,-0.010671511634163106
16,2015-11-17,28.76250076293945,28.32999992370605,28.729999542236328,28.42250061035156,110467600.0,26.37806510925293,-0.004291450888596064,151423680.0,-0.005226404513423299
17,2015-11-18,29.372499465942386,28.875,28.940000534057614,29.32250022888184,186698800.0,27.21332359313965,0.03166503999308555,152589040.0,0.0022370240584379275
18,2015-11-19,29.9375,29.190000534057614,29.40999984741211,29.69499969482422,173183200.0,27.559030532836914,0.012703536977910148,161205200.0,0.005449507162569334
19,2015-11-20,29.979999542236328,29.712499618530273,29.79999923706055,29.82500076293945,137148400.0,27.67967987060547,0.00437787740196171,151984960.0,0.01216677785063126
20,2015-11-23,29.9325008392334,29.334999084472656,29.8174991607666,29.4375,129930000.0,27.320056915283203,-0.01299248124147437,147485600.0,0.006292504448577392
21,2015-11-24,29.837499618530273,29.28000068664551,29.332500457763672,29.71999931335449,171212800.0,27.58223533630371,0.00959657964686161,159634640.0,0.009070110555668927
22,2015-11-25,29.8075008392334,29.479999542236328,29.802499771118164,29.50749969482422,85553200.0,27.38501739501953,-0.007150054624489327,139405520.0,0.0013070916321539518
23,2015-11-27,29.602500915527344,29.399999618530273,29.57250022888184,29.45249938964844,52185600.0,27.33397674560547,-0.0018639432600053559,115206000.0,-0.0016064044154291488
24,2015-11-30,29.852500915527344,29.4375,29.497499465942386,29.57500076293945,156721200.0,27.44766616821289,0.004159286166866491,119120560.0,-0.0016501226624481926
25,2015-12-01,29.70249938964844,29.21500015258789,29.6875,29.334999084472656,139409600.0,27.22492218017578,-0.008115018504666968,121016480.0,-0.0006746301150867117
26,2015-12-02,29.52750015258789,29.020000457763672,29.334999084472656,29.06999969482422,133546400.0,26.978988647460934,-0.00903355711330854,113483200.0,-0.004400657467120742
27,2015-12-03,29.19750022888184,28.55500030517578,29.13750076293945,28.79999923706055,166278000.0,26.728410720825195,-0.009287941541043107,129628160.0,-0.004828234850431498
28,2015-12-04,29.8125,28.77750015258789,28.82250022888184,29.75749969482422,231108000.0,27.61703681945801,0.03324654455308225,165412640.0,0.0021938627121860237
29,2015-12-07,29.96500015258789,29.45249938964844,29.7450008392334,29.56999969482422,128336800.0,27.443025588989254,-0.006300932602634362,159735760.0,0.00010181895828585298
30,2015-12-08,29.649999618530273,29.21500015258789,29.3799991607666,29.5575008392334,137238000.0,27.43142318725586,-0.0004226870382081217,159301440.0,0.0016402852515776222
31,2015-12-09,29.42250061035156,28.770000457763672,29.40999984741211,28.90500068664551,185445600.0,26.825855255126953,-0.022075619861669275,169681280.0,-0.0009681272980945246
32,2015-12-10,29.23500061035156,28.877500534057614,29.01000022888184,29.042499542236328,116850800.0,26.953466415405273,0.004756922758155928,159795840.0,0.0018408455617452823
33,2015-12-11,28.84749984741211,28.212499618530273,28.79750061035156,28.295000076293945,187544800.0,26.259735107421875,-0.025738124394399972,151083200.0,-0.009956088227751162
34,2015-12-14,28.170000076293945,27.44750022888184,28.045000076293945,28.1200008392334,257274800.0,26.097322463989254,-0.0061848113302238284,176870800.0,-0.009932863973269054
35,2015-12-15,28.20000076293945,27.587499618530273,27.98500061035156,27.622499465942386,213292400.0,25.63561248779297,-0.01769208244819437,192081680.0,-0.013386743055266303
36,2015-12-16,27.997499465942386,27.20000076293945,27.76749992370605,27.834999084472656,224954000.0,25.832822799682614,0.00769299023038356,199983360.0,-0.007433021036855737
37,2015-12-17,28.0625,27.2450008392334,28.0049991607666,27.2450008392334,179091200.0,25.28526306152344,-0.021196273204419813,212431440.0,-0.012623660229370883
38,2015-12-18,27.3799991607666,26.45249938964844,27.227500915527344,26.50749969482422,385813200.0,24.60080909729004,-0.027069228177345542,252085120.0,-0.012889880985959997
39,2015-12-21,26.84250068664551,26.39249992370605,26.81999969482422,26.832500457763672,190362400.0,24.90243148803711,0.012260709862534183,238702640.0,-0.009200776747408396
40,2015-12-22,26.93000030517578,26.61249923706055,26.85000038146973,26.8075008392334,131157600.0,24.87923240661621,-0.0009316917210017261,222275680.0,-0.0058486986019698674
41,2015-12-23,27.212499618530273,26.79999923706055,26.8174991607666,27.15250015258789,130629600.0,25.199411392211914,0.012869506763180912,203410800.0,-0.004813395295410397
42,2015-12-24,27.25,26.98749923706055,27.25,27.00749969482422,54281600.0,25.06484413146973,-0.005340224912947914,178448880.0,-0.0016421856371160177
43,2015-12-28,26.92250061035156,26.545000076293945,26.897499084472656,26.70499992370605,106816800.0,24.78410530090332,-0.011200584079841326,122649600.0,0.0015315431823848258
44,2015-12-29,27.357500076293945,26.71500015258789,26.739999771118164,27.184999465942386,123724800.0,25.229576110839844,0.017974145051775088,109322080.0,0.002674230220233007
45,2015-12-30,27.17499923706055,26.795000076293945,27.145000457763672,26.82999992370605,100855200.0,24.900110244750977,-0.013058655479507434,103261600.0,0.0002488374685318652
46,2015-12-31,26.75749969482422,26.20499992370605,26.752500534057614,26.315000534057614,163649200.0,24.422157287597656,-0.019194908353070923,109865520.0,-0.006164045554718502
47,2016-01-04,26.34250068664551,25.5,25.65250015258789,26.337499618530273,270597600.0,24.44303703308105,0.0008549908423349965,153128720.0,-0.004925002403661919
48,2016-01-05,26.462499618530273,25.602500915527344,26.4375,25.677499771118164,223164000.0,23.83051300048828,-0.025059320625400346,176398160.0,-0.007696749712773723
49,2016-01-06,25.59250068664551,24.96750068664551,25.13999938964844,25.17499923706055,273829600.0,23.36416053771973,-0.019569683128683034,206419120.0,-0.015205515348865347
