Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,75.1500015258789,73.79750061035156,74.05999755859375,75.0875015258789,135480400.0,74.57303619384766
2020-01-03,75.1449966430664,74.125,74.2874984741211,74.35749816894531,146322800.0,73.84803009033203
2020-01-06,74.98999786376953,73.1875,73.44750213623047,74.94999694824219,118387200.0,74.43647003173828
2020-01-07,75.2249984741211,74.37000274658203,74.95999908447266,74.59750366210938,108872000.0,74.08639526367188
2020-01-08,76.11000061035156,74.29000091552734,74.29000091552734,75.79750061035156,132079200.0,75.27816009521484
2020-01-09,77.60749816894531,76.55000305175781,76.80999755859375,77.40750122070312,170108400.0,76.87713623046875
2020-01-10,78.1675033569336,77.0625,77.6500015258789,77.5824966430664,140644800.0,77.0509262084961
2020-01-13,79.26750183105469,77.7874984741211,77.91000366210938,79.23999786376953,121532000.0,78.69707489013672
2020-01-14,79.39250183105469,78.0425033569336,79.17500305175781,78.16999816894531,161954400.0,77.63440704345703
2020-01-15,78.875,77.38749694824219,77.9625015258789,77.83499908447266,121923600.0,77.30170440673828
2020-01-16,78.92500305175781,78.02249908447266,78.39749908447266,78.80999755859375,108829200.0,78.27001953125
2020-01-17,79.68499755859375,78.75,79.06749725341797,79.68250274658203,137816400.0,79.13655090332031
2020-01-21,79.75499725341797,79.0,79.29750061035156,79.14250183105469,110843200.0,78.60025024414062
2020-01-22,79.99749755859375,79.32749938964844,79.6449966430664,79.42500305175781,101832400.0,78.88082122802734
2020-01-23,79.88999938964844,78.9124984741211,79.4800033569336,79.80750274658203,104472000.0,79.26069641113281
2020-01-24,80.8324966430664,79.37999725341797,80.0625,79.57749938964844,146537600.0,79.03226470947266
2020-01-27,77.94249725341797,76.22000122070312,77.51499938964844,77.23750305175781,161940000.0,76.70829772949219
2020-01-28,79.5999984741211,78.04750061035156,78.1500015258789,79.42250061035156,162234000.0,78.87832641601562
2020-01-29,81.9625015258789,80.34500122070312,81.11250305175781,81.08499908447266,216229200.0,80.52943420410156
2020-01-30,81.02249908447266,79.6875,80.13500213623047,80.96749877929688,126743200.0,80.4127426147461
2020-01-31,80.66999816894531,77.07250213623047,80.23249816894531,77.37750244140625,199588400.0,76.84734344482422
2020-02-03,78.37249755859375,75.55500030517578,76.07499694824219,77.16500091552734,173985600.0,76.63629913330078
2020-02-04,79.91000366210938,78.40750122070312,78.82749938964844,79.7125015258789,136616400.0,79.16633605957031
2020-02-05,81.19000244140625,79.73750305175781,80.87999725341797,80.36250305175781,118826800.0,79.81189727783203
2020-02-06,81.30500030517578,80.06500244140625,80.64250183105469,81.30249786376953,105425600.0,80.74544525146484
2020-02-07,80.8499984741211,79.5,80.59249877929688,80.00749969482422,117684000.0,79.64789581298828
2020-02-10,80.38749694824219,78.4625015258789,78.54499816894531,80.38749694824219,109348800.0,80.02619171142578
2020-02-11,80.9749984741211,79.67749786376953,80.9000015258789,79.90249633789062,94323200.0,79.54336547851562
2020-02-12,81.80500030517578,80.36750030517578,80.36750030517578,81.80000305175781,113730400.0,81.4323501586914
2020-02-13,81.55500030517578,80.8375015258789,81.04750061035156,81.21749877929688,94747600.0,80.85246276855469
2020-02-14,81.49500274658203,80.7125015258789,81.18499755859375,81.23750305175781,80113600.0,80.87237548828125
2020-02-18,79.9375,78.65249633789062,78.83999633789062,79.75,152531200.0,79.39155578613281
2020-02-19,81.14250183105469,80.0,80.0,80.90499877929688,93984000.0,80.54136657714844
2020-02-20,81.1624984741211,79.55249786376953,80.65750122070312,80.07499694824219,100566000.0,79.715087890625
2020-02-21,80.11250305175781,77.625,79.65499877929688,78.26249694824219,129554000.0,77.9107437133789
2020-02-24,76.04499816894531,72.30750274658203,74.31500244140625,74.54499816894531,222195200.0,74.20994567871094
2020-02-25,75.63249969482422,71.53250122070312,75.23750305175781,72.0199966430664,230673600.0,71.69629669189453
2020-02-26,74.47000122070312,71.625,71.63249969482422,73.1624984741211,198054800.0,72.83366394042969
2020-02-27,71.5,68.23999786376953,70.2750015258789,68.37999725341797,320605600.0,68.07266235351562
2020-02-28,69.60250091552734,64.09249877929688,64.31500244140625,68.33999633789062,426884800.0,68.0328369140625
2020-03-02,75.36000061035156,69.43000030517578,70.56999969482422,74.70249938964844,341397200.0,74.36673736572266
2020-03-03,76.0,71.44999694824219,75.9175033569336,72.33000183105469,319475600.0,72.00491333007812
2020-03-04,75.8499984741211,73.28250122070312,74.11000061035156,75.68499755859375,219178400.0,75.3448257446289
2020-03-05,74.88749694824219,72.85250091552734,73.87999725341797,73.2300033569336,187572800.0,72.90086364746094
2020-03-06,72.70500183105469,70.30750274658203,70.5,72.25749969482422,226176800.0,71.9327392578125
2020-03-09,69.52249908447266,65.75,65.9375,66.5425033569336,286744800.0,66.24342346191406
2020-03-10,71.61000061035156,67.34249877929688,69.28500366210938,71.33499908447266,285290000.0,71.0143814086914
2020-03-11,70.30500030517578,67.96499633789062,69.34750366210938,68.85749816894531,255598800.0,68.54801177978516
2020-03-12,67.5,62.0,63.98500061035156,62.057498931884766,418474000.0,61.77857971191406
2020-03-13,69.9800033569336,63.23749923706055,66.22250366210938,69.49250030517578,370732000.0,69.18016052246094
2020-03-16,64.7699966430664,60.0,60.48749923706055,60.5525016784668,322423600.0,60.28034591674805
2020-03-17,64.40249633789062,59.599998474121094,61.877498626708984,63.21500015258789,324056000.0,62.930877685546875
2020-03-18,62.5,59.279998779296875,59.942501068115234,61.66749954223633,300233600.0,61.39033126831055
2020-03-19,63.209999084472656,60.65250015258789,61.84749984741211,61.19499969482422,271857200.0,60.919952392578125
2020-03-20,62.95750045776367,57.0,61.79499816894531,57.310001373291016,401693200.0,57.05241775512695
2020-03-23,57.125,53.15250015258789,57.02000045776367,56.092498779296875,336752800.0,55.84038543701172
2020-03-24,61.92250061035156,58.57500076293945,59.09000015258789,61.720001220703125,287531200.0,61.442596435546875
2020-03-25,64.5625,61.07500076293945,62.6875,61.380001068115234,303602000.0,61.104122161865234
2020-03-26,64.66999816894531,61.59000015258789,61.630001068115234,64.61000061035156,252087200.0,64.31961059570312
2020-03-27,63.967498779296875,61.76250076293945,63.1875,61.935001373291016,204216800.0,61.6566276550293
2020-03-30,63.880001068115234,62.349998474121094,62.685001373291016,63.70249938964844,167976400.0,63.41618347167969
2020-03-31,65.62249755859375,63.0,63.900001525878906,63.5724983215332,197002000.0,63.28676986694336
