,Date,Ticker,Position,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Close,Dividends,High,Low,Open,Stock Splits,Volume,Daily Return,1-week MA Daily Return,Rolling Cumulative Volume,Daily P&L,Cumulative Daily P&L,Cumulative Daily Portfolio P&L,Yield
1,2018-01-19,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,227.44046020507812,0.0,227.73372563838157,225.07607407148035,226.01999946146935,0.0,2013500.0,1.9275961198426796,0.37024513370584344,16458732044300.0,67465.86419449378,316537.6757385301,52430.85433265972,1.9275961198426796
0,2018-01-22,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.921321868896484,0.0,56.921321868896484,55.85112176781822,56.26200284722103,0.0,6841900.0,-0.7505420120256755,0.2320970563100812,16459678825300.0,-15010.84024051351,-104309.32026354402,51314.005241479375,-0.7505420120256755
1,2018-01-22,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,226.634033203125,0.0,227.1747256737322,224.59954948232007,226.47824116839072,0.0,1660500.0,1.8949955851997966,0.35715010229667765,16460931471200.0,66324.84548199289,382862.521220523,51314.005241479375,1.8949955851997968
0,2018-01-23,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.59642791748047,0.0,56.92131048166403,56.357543786318516,56.873534384448156,0.0,8122100.0,-0.754217106581914,0.2323303846429125,16461849844500.0,-15084.34213163828,-119393.6623951823,50530.73925960372,-0.754217106581914
1,2018-01-23,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,225.7267303466797,0.0,226.59733936414364,224.63617225782542,226.27659603332287,0.0,1822700.0,1.8747166111783427,0.3527705168463459,16463081012500.0,65615.081391242,448477.602611765,50530.73925960372,1.8747166111783429
0,2018-01-24,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,58.97572708129883,0.0,61.30723899341798,58.039301540151236,58.28773948164619,0.0,11704900.0,-0.7468309600604875,0.23970328285626014,16464131777800.0,-14936.61920120975,-134330.28159639204,54170.83031212463,-0.7468309600604875
1,2018-01-24,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,226.99142456054688,0.0,227.77038467523116,225.67175803253355,227.26635741782735,0.0,3471000.0,1.8748817279774401,0.3506149386782155,16465578177100.0,65620.8604792104,514098.46309097536,54170.83031212463,1.8748817279774401
2,2018-01-24,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,81.20431518554688,0.0,82.0235991176554,80.92804434628411,81.89975657654367,0.0,1192900.0,0.1584813197329083,0.1891136399471928,16466405239000.0,3486.5890341239824,3486.5890341239824,54170.83031212463,0.1584813197329083
0,2018-01-25,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,60.40902328491211,0.0,61.72766113061245,59.54903891155732,60.37080094718906,0.0,15261900.0,-0.7443761788563502,0.26012365605459864,16466613687900.0,-14887.523577127004,-149217.80517351904,55824.334150544346,-0.7443761788563502
1,2018-01-25,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,231.27114868164062,0.0,233.50724856294204,226.450713712894,229.10836515522868,0.0,3507900.0,1.9238282110927751,0.3471322297383166,16467921601700.0,67333.98738824713,581432.4504792225,55824.334150544346,1.9238282110927751
2,2018-01-25,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,81.60443115234375,0.0,81.75685217356887,80.61366907574737,81.28052467144643,0.0,929800.0,0.15353956088291904,0.20499003106786623,16468740565600.0,3377.870339424219,6864.459373548201,55824.334150544346,0.15353956088291904
0,2018-01-26,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,60.600128173828125,0.0,60.619239342844324,59.88347573859317,60.34213650481639,0.0,10242800.0,-0.7463262240836439,0.29534852224869756,16468945165000.0,-14926.524481672877,-164144.32965519192,55455.821947245066,-0.7463262240836439
1,2018-01-26,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,237.01719665527344,0.0,238.06191628496305,232.2150801606667,232.25173134724702,0.0,3730600.0,1.9213155207568222,0.3419817042529193,16470199181900.0,67246.04322648878,648678.4937057112,55455.821947245066,1.9213155207568222
2,2018-01-26,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,82.1188735961914,0.0,82.15698067556747,81.1757470032264,81.62349610066721,0.0,1332600.0,0.14255923647405314,0.19854689878084622,16471039027700.0,3136.303202429169,10000.76257597737,55455.821947245066,0.14255923647405314
0,2018-01-29,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,60.49502182006836,0.0,60.64790752612501,60.05547222570807,60.28480260733443,0.0,8638500.0,-0.7443692229862041,0.2997075984935308,16471276824200.0,-14887.384459724082,-179031.714114916,56091.07827429236,-0.7443692229862041
1,2018-01-29,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,234.61614990234375,0.0,237.66786115975398,234.57948473139453,236.90723365837667,0.0,2306300.0,1.9261996791340044,0.33771458536382876,16472502706100.0,67416.98876969016,716095.4824754014,56091.07827429236,1.9261996791340046
2,2018-01-29,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,82.38561248779297,0.0,82.81430435596458,81.8616492994221,82.01407032901463,0.0,2303300.0,0.16188518019664938,0.19336726795555376,16473305774000.0,3561.4739643262865,13562.236540303657,56091.07827429236,0.16188518019664938
0,2018-01-30,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,59.6637077331543,0.0,60.31347295350633,59.520379421216205,59.663707733154304,0.0,6497600.0,-0.7461766853023053,0.2910886558113697,16473528642300.0,-14923.533706046106,-193955.2478209621,54539.40055490269,-0.7461766853023053
1,2018-01-30,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,230.51968383789062,0.0,234.3228913751897,230.40055698795862,234.2404157136216,0.0,2412600.0,1.8955361020634953,0.33064786123237777,16474881810900.0,66343.76357222233,782439.2460476237,54539.40055490269,1.8955361020634953
2,2018-01-30,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,80.5850830078125,0.0,81.43295264502854,80.37550501296337,80.97567504676488,0.0,1779600.0,0.14178048585120276,0.1876943285600881,16475750828700.0,3119.170688726461,16681.40722903012,54539.40055490269,0.14178048585120276
0,2018-01-31,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,59.396156311035156,0.0,59.96947682652358,59.09993864581913,59.87392462230316,0.0,7804400.0,-0.7472503986764462,0.2897525748042934,16475925697300.0,-14945.007973528924,-208900.25579449104,54646.35038247271,-0.7472503986764462
1,2018-01-31,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,229.5666046142578,0.0,231.9768293290929,228.74182001150544,230.47387886421845,0.0,3136400.0,1.891160327536841,0.3240696980860104,16477568201000.0,66190.61146378944,848629.8575114132,54646.35038247271,1.891160327536841
2,2018-01-31,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,80.5850830078125,0.0,81.02331070406473,80.26118379635226,80.61366876310092,0.0,2132100.0,0.1545794041914636,0.166004463969319,16478563999600.0,3400.7468922121993,20082.154121242318,54646.35038247271,0.1545794041914636
0,2018-02-01,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,59.41526794433594,0.0,59.759261714345335,58.918388459331595,59.00438690183394,0.0,8101600.0,-0.7652776565471072,0.3351489161145167,16478789630300.0,-15305.553130942144,-224205.80892543317,50397.38955459755,-0.7652776565471072
1,2018-02-01,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,227.2205047607422,0.0,229.1908310234724,225.60757298938088,226.76228804999897,0.0,2665500.0,1.810134441299558,0.31066615381350715,16480107371400.0,63354.70544548453,911984.5629568977,50397.38955459755,1.810134441299558
2,2018-02-01,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,80.00396728515625,0.0,80.47076618365352,79.49905404763648,80.25165234335773,0.0,1685300.0,0.10673805636614384,0.191512674330904,16481068730500.0,2348.2372400551644,22430.391361297483,50397.38955459755,0.10673805636614384
0,2018-02-02,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,58.947059631347656,0.0,59.64460100766455,58.899283523807696,59.43438540547203,0.0,12346500.0,-0.7625017713290301,0.3549027865048272,16481453422800.0,-15250.035426580602,-239455.84435201378,49116.44416283132,-0.7625017713290301
1,2018-02-02,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,224.6820068359375,0.0,227.96284055084996,224.41624726509323,225.83670804943213,0.0,3925700.0,1.7905513518143807,0.315374809470036,16482982321500.0,62669.297313503324,974653.860270401,49116.44416283132,1.7905513518143807
2,2018-02-02,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,78.7178726196289,0.0,80.58507537158985,78.53687312903881,79.92774842586135,0.0,3161400.0,0.07714464890493643,0.2070355482812886,16483921945000.0,1697.1822759086015,24127.573637206086,49116.44416283132,0.07714464890493643
0,2018-02-05,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.118656158447266,0.0,59.11904007567665,55.946659303121045,58.861044792687316,0.0,11548200.0,-0.7655568479626135,0.34779101029342624,16484257255600.0,-15311.13695925227,-254766.98131126605,46143.54364370182,-0.7655568479626135
1,2018-02-05,MMM,35000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,212.09938049316406,0.0,223.97635132716968,207.12313910513132,223.1515667355765,0.0,6590500.0,1.7035483215321763,0.29971760984232354,16486303448500.0,59624.19125362617,1034278.0515240271,46143.54364370182,1.7035483215321763
2,2018-02-05,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,76.02188110351562,0.0,79.02273890197982,75.72655307542729,78.18440501711305,0.0,2870300.0,0.08320406133308693,0.19760843391820074,16487552192600.0,1830.4893493279124,25958.062986533998,46143.54364370182,0.08320406133308693
0,2018-02-06,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.242881774902344,0.0,56.62509420689243,54.78091202350201,55.34467508730619,0.0,15214700.0,-0.7576886750807494,0.32009806789250345,16487880865300.0,-15153.773501614989,-269920.75481288106,53418.36273179307,-0.7576886750807494
1,2018-02-06,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,214.1063690185547,0.0,214.96781876983565,207.8562856630334,208.49778633409395,0.0,5108100.0,1.738422131147541,0.30136695657077495,16490197238100.0,66060.04098360655,1100338.0925076336,53418.36273179307,1.7384221311475407
2,2018-02-06,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,76.76495361328125,0.0,77.00311740041491,72.73521913697985,74.64052943404904,0.0,3050100.0,0.11418614771825035,0.19318567734756828,16491633213000.0,2512.0952498015076,28470.158236335505,53418.36273179307,0.11418614771825035
0,2018-02-07,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.06133270263672,0.0,57.18886622508854,55.89889322410395,55.9944454297017,0.0,6872700.0,-0.7654533859068469,0.34145467185307443,16491879633000.0,-15309.067718136937,-285229.822531018,52875.142485986864,-0.7654533859068469
1,2018-02-07,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,213.70314025878906,0.0,217.67129918041869,213.3640643224472,213.7031402587891,0.0,2885600.0,1.7359260060917958,0.3056904973586521,16493452702100.0,65965.18823148824,1166303.2807391218,52875.142485986864,1.7359260060917958
2,2018-02-07,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,76.33624267578125,0.0,78.06055317135915,76.21240014209546,76.27908570149255,0.0,3561100.0,0.10086463511979847,0.19471219792983846,16494476908800.0,2219.0219726355663,30689.18020897107,52875.142485986864,0.10086463511979847
0,2018-02-08,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,53.76804733276367,0.0,56.21422245078893,53.720271229635834,56.15688893998571,0.0,6874500.0,-0.7657165693561496,0.32736951718425844,16494734851000.0,-15314.331387122993,-300544.153918141,118800.52256766704,-0.7657165693561496
1,2018-02-08,AMZN,7000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1350.5,0.0,1433.75,1349.93994140625,1429.6800537109375,0.0,8578600.0,9.657214818700103,3.1993864278451785,16494915097300.0,67600.50373090072,67600.50373090072,118800.52256766704,9.657214818700103
2,2018-02-08,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,204.26388549804688,0.0,213.8131219765775,204.04393639890014,213.67566252940273,0.0,3751300.0,1.7090535975866976,0.292514824361138,16496619623200.0,64944.03670829451,1231247.3174474163,118800.52256766704,1.7090535975866976
3,2018-02-08,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,72.68756866455078,0.0,77.26983621150535,72.2874480998684,74.31660760160835,0.0,4632800.0,0.07137788707249151,0.2075896096338674,16497915731800.0,1570.3135155948132,32259.493724565884,118800.52256766704,0.07137788707249151
0,2018-02-09,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,54.628028869628906,0.0,55.1249083681202,53.10872908598688,54.11204184569219,0.0,8028400.0,-0.7618448526167845,0.3402632180977899,16498240375200.0,-15236.89705233569,-315781.05097047664,117279.21309710157,-0.7618448526167845
1,2018-02-09,AMZN,7000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1339.5999755859375,0.0,1383.5,1265.9300537109375,1373.489990234375,0.0,14141500.0,9.378500224848528,3.1402190810219266,16498468135800.0,65649.50157393969,133250.0053048404,117279.21309710157,9.378500224848528
2,2018-02-09,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,206.38999938964844,0.0,207.9937580511842,199.94745887290668,205.8401336836556,0.0,4518600.0,1.6991343636997487,0.2965958897530035,16500329467200.0,64567.10582059045,1295814.4232680066,117279.21309710157,1.6991343636997487
3,2018-02-09,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,75.55506134033203,0.0,76.29813103430875,72.81141771606862,73.63070154998665,0.0,5100400.0,0.10452285249577822,0.21324052531288515,16501684843300.0,2299.502754907121,34558.996479473004,117279.21309710157,0.10452285249577822
0,2018-02-12,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,54.85736083984375,0.0,55.40201645769222,54.35092756414542,55.13446735280755,0.0,8234200.0,-0.7652859808603132,0.33354629947038134,16501963198600.0,-15305.719617206263,-331086.7705876829,110192.21149670311,-0.7652859808603132
1,2018-02-12,AMZN,6000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1386.22998046875,0.0,1393.81005859375,1344.010009765625,1364.6700439453125,0.0,6738900.0,9.725572331583793,3.190453306837158,16502123241700.0,58353.43398950276,191603.43929434314,110192.21149670311,9.725572331583793
2,2018-02-12,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,210.0373992919922,0.0,211.12795741093979,207.20562309006885,208.4794651150667,0.0,3290400.0,1.72615853475582,0.30043709684325465,16503454280500.0,65594.02432072116,1361408.4475887278,110192.21149670311,1.72615853475582
3,2018-02-12,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,74.373779296875,0.0,76.54583164312103,73.75455206212,75.49791254409476,0.0,3023800.0,0.07047603653115656,0.21114794919558122,16504387652700.0,1550.4728036854442,36109.46928315845,110192.21149670311,0.07047603653115656
0,2018-02-13,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,55.077125549316406,0.0,55.2204574882634,54.28403211703558,54.59935727960328,0.0,5816600.0,-0.7646176150420003,0.30200141116384127,16504554117400.0,-15292.352300840006,-346379.1228885229,111898.09769659079,-0.7646176150420003
1,2018-02-13,AMZN,6000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1414.510009765625,0.0,1419.719970703125,1383.530029296875,1385.9300537109375,0.0,5917900.0,9.937960704847665,3.2285890603834417,16504665281200.0,59627.76422908599,251231.20352342914,111898.09769659079,9.937960704847665
2,2018-02-13,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,212.0260772705078,0.0,212.58510232325787,209.7991363613449,210.5139674309982,0.0,2523600.0,1.7438446431623322,0.3097451740233451,16505732154700.0,66266.09644016862,1427674.5440288964,111898.09769659079,1.7438446431623322
3,2018-02-13,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,74.43119812011719,0.36,74.62261616030732,73.818674995212,74.1153711320438,0.0,1512700.0,0.05893587855346381,0.22536293145679975,16506513090900.0,1296.5893281762037,37406.05861133465,111898.09769659079,0.05893587855346381
0,2018-02-14,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,55.68867874145508,0.0,55.80334577203973,54.608924874907736,54.771364367277705,0.0,3728900.0,-0.7820148022258587,0.3435769379295488,16506705769900.0,-15640.296044517174,-362019.4189330401,112494.98383856824,-0.7820148022258587
1,2018-02-14,AMZN,6000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1451.050048828125,0.0,1452.06005859375,1403.3599853515625,1406.25,0.0,5959200.0,10.289254328352042,3.2656667970144846,16506855005600.0,61735.525970112256,312966.7294935414,112494.98383856824,10.289254328352042
2,2018-02-14,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,212.61256408691406,0.0,213.4098567274672,209.37755507100894,210.2756559521568,0.0,2337800.0,1.7186547302012956,0.30361111817043723,16508094711100.0,65308.87974764923,1492983.4237765456,112494.98383856824,1.7186547302012956
3,2018-02-14,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,74.53648376464844,0.0,75.30214139923956,73.04345940923334,73.82825519885569,0.0,3108000.0,0.04958518933290589,0.21501241312872268,16508961749700.0,1090.8741653239297,38496.93277665858,112494.98383856824,0.04958518933290589
0,2018-02-15,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,56.85442352294922,0.0,56.86397728441086,55.736447532725826,56.109106196133624,0.0,3871900.0,-0.7822003460700728,0.34260853458489215,16509198689300.0,-15644.006921401457,-377663.4258544416,114163.81604148555,-0.7822003460700728
1,2018-02-15,AMZN,6000.0,Amazon.com Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,1461.760009765625,0.0,1468.93994140625,1436.8399658203125,1466.8900146484375,0.0,5652700.0,10.3107983768295,3.289520196527172,16509357511200.0,61864.790260976995,374831.5197545184,114163.81604148555,10.3107983768295
2,2018-02-15,MMM,38000.0,3M Company,reports,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1976-08-09,66740.0,1902,216.51194763183594,1.36,216.53960162880094,212.83382537426314,215.07388352516483,0.0,2127500.0,1.7624709381671664,0.3154224179842865,16510476892000.0,66973.89565035232,1559957.319426898,114163.81604148555,1.7624709381671664
3,2018-02-15,YUM,22000.0,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061.0,1997,75.57968139648438,0.0,75.88594294654051,74.54604592685071,74.88101835631032,0.0,2901900.0,0.04405168416171325,0.2132309642732868,16511293460500.0,969.1370515576914,39466.06982821627,114163.81604148555,0.04405168416171325
0,2018-02-16,ABT,20000.0,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,57.49463653564453,0.0,57.84818770864263,56.69198927608021,56.7970952421544,0.0,7849200.0,-0.78525943589781,0.35933616184962514,16511491582600.0,-15705.1887179562,-393368.6145723978,111705.33866376092,-0.78525943589781
